labels,ext_heter_graph,ext_matchsumm,abs_bart,ext_refresh,abs_two_stage_rl,abs_neusumm,abs_bottom_up,abs_semsim,abs_unilm,ext_bart,ext_banditsumm
inference,0.27956989247311825,0.31111111111111117,0.46511627906976744,0.36538461538461536,0.27586206896551724,0.3384615384615385,0.25974025974025977,0.5517241379310345,0.3529411764705882,0.6,0.3058823529411765
paraphrase,0.42990654205607476,0.4791666666666667,0.5128205128205128,0.4406779661016949,0.4672897196261682,0.4583333333333333,0.4329896907216495,0.43243243243243246,0.3853211009174312,0.4666666666666666,0.4999999999999999
entity,0.37168141592920356,0.3725490196078432,0.35294117647058826,0.2937062937062937,0.36144578313253006,0.37168141592920356,0.41463414634146345,0.3486238532110092,0.25742574257425743,0.35398230088495575,0.3762376237623763
inference,0.4605263157894736,0.496551724137931,0.5740740740740741,0.47398843930635837,0.37499999999999994,0.5131578947368421,0.39999999999999997,0.5606060606060607,0.4821428571428572,0.5271317829457364,0.5131578947368421
paraphrase,0.3007518796992481,0.36363636363636365,0.3188405797101449,0.3776223776223776,0.34343434343434337,0.3770491803278689,0.3759398496240602,0.39370078740157477,0.34545454545454546,0.33576642335766416,0.2962962962962963
inference,0.3728813559322034,0.39639639639639634,0.38461538461538464,0.4125,0.3157894736842105,0.43971631205673756,0.33663366336633666,0.3925233644859813,0.4065040650406504,0.38461538461538464,0.43971631205673756
paraphrase,0.3597122302158274,0.4094488188976378,0.31168831168831174,0.30769230769230765,0.4,0.33576642335766427,0.3259259259259259,0.3333333333333333,0.39999999999999997,0.3037974683544304,0.3597122302158274
inference,0.3484848484848485,0.4,0.358974358974359,0.2696629213483146,0.319327731092437,0.3333333333333333,0.326530612244898,0.21138211382113822,0.3551401869158879,0.3108108108108108,0.32352941176470584
evidence,0.4915254237288135,0.537037037037037,0.423728813559322,0.4970414201183432,0.49122807017543857,0.5416666666666667,0.4375,0.4915254237288135,0.3,0.47706422018348627,0.4915254237288135
inference,0.6486486486486487,0.5714285714285715,0.42975206611570244,0.47311827956989244,0.41322314049586784,0.5357142857142857,0.3384615384615385,0.48618784530386744,0.38095238095238093,0.42962962962962964,0.56
paraphrase,0.3697478991596639,0.43076923076923074,0.47540983606557374,0.37956204379562036,0.45,0.25641025641025644,0.34782608695652173,0.5439999999999999,0.43859649122807015,0.46280991735537186,0.28800000000000003
evidence,0.4923076923076923,0.4923076923076923,0.44247787610619466,0.440251572327044,0.39024390243902435,0.42553191489361697,0.3434343434343434,0.41860465116279066,0.4873949579831932,0.4444444444444444,0.45112781954887216
inference,0.4693877551020408,0.4166666666666667,0.4421052631578947,0.32098765432098764,0.45977011494252873,0.4166666666666667,0.31578947368421056,0.6486486486486487,0.4444444444444445,0.4070796460176991,0.4220183486238532
paraphrase,0.5178571428571429,0.5178571428571429,0.5409836065573771,0.528,0.45925925925925926,0.528,0.5233644859813084,0.4793388429752066,0.48333333333333334,0.45528455284552843,0.5178571428571429
inference,0.2745098039215686,0.4036697247706422,0.49655172413793114,0.174496644295302,0.4166666666666667,0.3304347826086957,0.2,0.4761904761904762,0.4201680672268908,0.41509433962264153,0.28070175438596495
evidence,0.3384615384615385,0.3565891472868218,0.4528301886792452,0.3790849673202614,0.2626262626262626,0.3759398496240602,0.3076923076923077,0.3511450381679389,0.46956521739130436,0.45378151260504207,0.3728813559322034
paraphrase,0.4909090909090909,0.5783132530120482,0.6391752577319586,0.37777777777777777,0.4864864864864865,0.4909090909090909,0.5301204819277109,0.537037037037037,0.649122807017544,0.6956521739130436,0.4909090909090909
evidence,0.384,0.712121212121212,0.5899280575539568,0.4166666666666667,0.5245901639344263,0.5298013245033112,0.43200000000000005,0.49079754601227,0.4878048780487805,0.4651162790697674,0.41269841269841273
inference,0.2711864406779661,0.3511450381679389,0.35714285714285715,0.3940886699507389,0.3875968992248062,0.27722772277227714,0.22448979591836732,0.3826086956521739,0.467741935483871,0.4909090909090909,0.09615384615384615
paraphrase,0.660377358490566,0.6728971962616823,0.6315789473684211,0.48437499999999994,0.5436893203883495,0.5,0.6373626373626373,0.607142857142857,0.5471698113207548,0.6379310344827586,0.6034482758620691
entity,0.43795620437956206,0.5217391304347826,0.5087719298245614,0.4358974358974359,0.43564356435643564,0.5190839694656488,0.5384615384615384,0.588235294117647,0.5333333333333333,0.5289256198347108,0.49572649572649563
paraphrase,0.4,0.453125,0.459016393442623,0.4444444444444444,0.4793388429752067,0.4461538461538462,0.40476190476190477,0.46268656716417916,0.4347826086956522,0.34615384615384615,0.33663366336633666
evidence,0.43902439024390244,0.4615384615384615,0.4660194174757281,0.5194805194805195,0.48148148148148145,0.6129032258064516,0.5882352941176471,0.5283018867924528,0.5272727272727272,0.49122807017543857,0.6788990825688074
paraphrase,0.4821428571428571,0.5,0.3956043956043956,0.4161073825503356,0.35514018691588783,0.4000000000000001,0.36170212765957455,0.37499999999999994,0.3619047619047619,0.3877551020408163,0.4821428571428571
extractive,0.45,0.4578313253012048,0.6837606837606838,0.23300970873786409,0.37383177570093457,0.3829787234042554,0.3956043956043956,0.6370370370370371,0.4403669724770642,0.5771812080536913,0.3829787234042554
