labels,ext_heter_graph,ext_matchsumm,abs_bart,ext_refresh,abs_two_stage_rl,abs_neusumm,abs_bottom_up,abs_semsim,abs_unilm,ext_bart,ext_banditsumm
inference,0.13186813186813187,0.13636363636363635,0.28571428571428564,0.23529411764705882,0.047058823529411764,0.18749999999999997,0.08,0.3764705882352941,0.18000000000000002,0.42857142857142855,0.14457831325301204
paraphrase,0.15238095238095237,0.1914893617021277,0.13913043478260867,0.17241379310344826,0.13333333333333333,0.10638297872340426,0.10526315789473685,0.13698630136986303,0.11214953271028037,0.14864864864864866,0.23404255319148937
entity,0.14414414414414414,0.16,0.18000000000000002,0.0851063829787234,0.14814814814814814,0.14414414414414414,0.125,0.14953271028037382,0.0808080808080808,0.14414414414414414,0.1616161616161616
inference,0.23999999999999996,0.2237762237762238,0.3584905660377359,0.2222222222222222,0.09523809523809523,0.2533333333333333,0.13559322033898305,0.26153846153846155,0.2181818181818182,0.23622047244094488,0.2533333333333333
paraphrase,0.15267175572519084,0.18487394957983191,0.1323529411764706,0.19858156028368795,0.1443298969072165,0.2,0.16793893129770993,0.12799999999999997,0.12962962962962965,0.16296296296296298,0.15037593984962405
inference,0.13793103448275862,0.12844036697247707,0.13725490196078433,0.13924050632911392,0.10752688172043011,0.17266187050359713,0.0202020202020202,0.1523809523809524,0.11570247933884298,0.13725490196078433,0.17266187050359713
paraphrase,0.029197080291970805,0.112,0.03947368421052632,0.03592814371257485,0.10619469026548672,0.04444444444444444,0.04511278195488722,0.02941176470588235,0.14814814814814814,0.038461538461538464,0.029197080291970805
inference,0.10769230769230768,0.11864406779661017,0.10434782608695653,0.07954545454545454,0.10256410256410256,0.09859154929577466,0.0625,0.04958677685950413,0.09523809523809525,0.06849315068493152,0.11940298507462686
evidence,0.20689655172413796,0.22641509433962265,0.15517241379310345,0.17964071856287425,0.19642857142857142,0.18309859154929578,0.21276595744680848,0.20689655172413796,0.08163265306122448,0.18691588785046728,0.20689655172413796
inference,0.5137614678899083,0.42748091603053434,0.2184873949579832,0.3043478260869565,0.18487394957983194,0.3373493975903615,0.046875,0.3128491620111732,0.12903225806451615,0.2105263157894737,0.3783783783783784
paraphrase,0.13675213675213677,0.21875,0.14999999999999997,0.059259259259259255,0.13559322033898305,0.03478260869565217,0.044444444444444446,0.2601626016260163,0.1607142857142857,0.16806722689075632,0.0975609756097561
evidence,0.234375,0.234375,0.2702702702702703,0.20382165605095542,0.19834710743801653,0.2158273381294964,0.12371134020618556,0.22047244094488191,0.20512820512820515,0.2608695652173913,0.22900763358778625
inference,0.1875,0.15254237288135591,0.1935483870967742,0.11250000000000002,0.2823529411764706,0.15254237288135591,0.18918918918918917,0.4403669724770642,0.25,0.2162162162162162,0.16822429906542058
paraphrase,0.3090909090909091,0.3090909090909091,0.23333333333333334,0.2764227642276423,0.2406015037593985,0.2764227642276423,0.28571428571428575,0.20168067226890757,0.1694915254237288,0.18181818181818182,0.3090909090909091
inference,0.060000000000000005,0.13084112149532712,0.22377622377622375,0.01360544217687075,0.1276595744680851,0.07079646017699116,0.05128205128205127,0.19417475728155342,0.15384615384615383,0.15286624203821655,0.05357142857142857
evidence,0.078125,0.015748031496062992,0.11538461538461538,0.17218543046357615,0.041237113402061855,0.15267175572519084,0.017391304347826087,0.12403100775193797,0.24778761061946902,0.20512820512820515,0.12068965517241378
paraphrase,0.2222222222222222,0.29629629629629634,0.37894736842105264,0.17977528089887643,0.3119266055045871,0.2222222222222222,0.34567901234567905,0.30188679245283023,0.42857142857142855,0.4888888888888889,0.2222222222222222
evidence,0.13008130081300814,0.47692307692307695,0.3795620437956205,0.1267605633802817,0.2833333333333333,0.3221476510067114,0.11382113821138211,0.3105590062111801,0.24793388429752067,0.2705882352941177,0.11290322580645161
inference,0.08620689655172414,0.18604651162790695,0.2545454545454545,0.21890547263681592,0.15748031496062992,0.14141414141414144,0.0625,0.1592920353982301,0.31147540983606553,0.2777777777777778,0.019607843137254898
paraphrase,0.3653846153846154,0.39999999999999997,0.35714285714285715,0.20634920634920634,0.25742574257425743,0.24528301886792453,0.3146067415730337,0.19999999999999998,0.2692307692307692,0.29824561403508776,0.2631578947368421
entity,0.14814814814814814,0.22058823529411764,0.26785714285714285,0.18181818181818182,0.10101010101010101,0.21705426356589147,0.3137254901960784,0.27350427350427353,0.1864406779661017,0.2184873949579832,0.17391304347826086
paraphrase,0.15254237288135594,0.17460317460317462,0.16666666666666666,0.12676056338028172,0.13445378151260504,0.09375,0.04878048780487805,0.13636363636363635,0.12389380530973454,0.07792207792207792,0.0606060606060606
evidence,0.26446280991735543,0.2434782608695652,0.2772277227722772,0.28947368421052627,0.2641509433962264,0.3442622950819672,0.38,0.2884615384615385,0.24074074074074076,0.26785714285714285,0.37383177570093457
paraphrase,0.3090909090909091,0.2615384615384615,0.29213483146067415,0.2312925170068027,0.2095238095238095,0.22448979591836735,0.21739130434782608,0.2553191489361702,0.17475728155339806,0.25,0.3090909090909091
extractive,0.20512820512820512,0.12345679012345678,0.5043478260869566,0.05940594059405941,0.17142857142857143,0.1739130434782609,0.1797752808988764,0.4661654135338346,0.22429906542056074,0.42176870748299317,0.1739130434782609
paraphrase,0.20754716981132076,0.03636363636363636,0.25490196078431376,0.12658227848101264,0.19834710743801653,0.15625,0.10526315789473685,0.19642857142857145,0.24778761061946902,0.11188811188811187,0.16129032258064516
paraphrase,0.3220338983050847,0.2978723404255319,0.23076923076923075,0.2027027027027027,0.1929824561403509,0.20338983050847456,0.17142857142857146,0.38461538461538464,0.16822429906542055,0.4038461538461538,0.22950819672131145
paraphrase,0.24637681159420288,0.15748031496062992,0.15384615384615385,0.2142857142857143,0.3368421052631579,0.25531914893617025,0.14545454545454548,0.18421052631578946,0.2434782608695652,0.16923076923076924,0.2702702702702703
inference,0.1607142857142857,0.35897435897435903,0.28888888888888886,0.06896551724137932,0.10309278350515465,0.05084745762711865,0.04597701149425287,0.2558139534883721,0.15384615384615385,0.08602150537634409,0.058823529411764705
paraphrase,0.17777777777777778,0.08620689655172413,0.2105263157894737,0.14814814814814817,0.17391304347826086,0.1904761904761905,0.31818181818181823,0.2,0.14678899082568805,0.24489795918367346,0.1904761904761905
inference,0.15602836879432622,0.15602836879432622,0.1415929203539823,0.13872832369942195,0.13675213675213677,0.10218978102189781,0.06106870229007634,0.17094017094017094,0.2,0.16793893129770993,0.15602836879432622
extractive,0.30894308943089427,0.23214285714285715,0.25757575757575757,0.21917808219178084,0.20370370370370375,0.256,0.25210084033613445,0.20634920634920634,0.0380952380952381,0.2206896551724138,0.2786885245901639
paraphrase,0.12598425196850394,0.11666666666666667,0.12244897959183673,0.1511627906976744,0.07017543859649122,0.15894039735099338,0.1037037037037037,0.16528925619834708,0.203125,0.11940298507462686,0.14285714285714288
extractive,0.26,0.15384615384615383,0.25,0.18840579710144928,0.16666666666666669,0.17391304347826086,0.15384615384615385,0.18823529411764706,0.3137254901960784,0.2558139534883721,0.15126050420168066
inference,0.0,0.0,0.04444444444444444,0.0,0.043478260869565216,0.019704433497536946,0.02564102564102564,0.06611570247933884,0.01941747572815534,0.0404040404040404,0.0
inference,0.09375,0.18487394957983191,0.01886792452830189,0.037037037037037035,0.18018018018018017,0.045112781954887216,0.02127659574468085,0.017391304347826087,0.03636363636363636,0.02040816326530612,0.18333333333333335
paraphrase,0.2631578947368421,0.3106796116504854,0.1946902654867257,0.2857142857142857,0.16216216216216217,0.2631578947368421,0.23999999999999996,0.2459016393442623,0.18518518518518517,0.2153846153846154,0.3333333333333333
paraphrase,0.4102564102564102,0.42735042735042733,0.37168141592920356,0.38028169014084506,0.33962264150943394,0.42735042735042733,0.38461538461538464,0.38260869565217387,0.13333333333333333,0.42735042735042733,0.42735042735042733
paraphrase,0.12371134020618557,0.1346153846153846,0.061224489795918366,0.11290322580645161,0.07894736842105263,0.13592233009708737,0.07317073170731708,0.101010101010101,0.08163265306122448,0.09090909090909093,0.12371134020618557
inference,0.18487394957983194,0.18487394957983194,0.16,0.13580246913580246,0.18032786885245902,0.14492753623188406,0.25531914893617025,0.21874999999999997,0.22033898305084745,0.1857142857142857,0.06896551724137931
