labels,tconvs2s,presumm_ext_abs,presumm_abs,pgn,presumm_trans,lead,ext_oracle,bart,convs2s
entity,0.20833333333333331,0.09756097560975609,0.1333333333333333,0.16326530612244897,0.1818181818181818,0.04,0.19607843137254902,0.5,0.16666666666666666
entity,0.3,0.463768115942029,0.4193548387096774,0.27118644067796605,0.20689655172413793,0.07142857142857141,0.2807017543859649,0.5151515151515151,0.15384615384615385
inference,0.052631578947368425,0.5333333333333333,0.4666666666666667,0.24242424242424246,0.2702702702702703,0.058823529411764705,0.37499999999999994,0.37499999999999994,0.04878048780487805
incomplete,0.16666666666666669,0.2105263157894737,0.0,0.10256410256410257,0.058823529411764705,0.0,0.15789473684210525,0.0975609756097561,0.16666666666666669
inference,0.36842105263157887,0.5405405405405405,0.7368421052631577,0.4000000000000001,0.3157894736842105,0.11111111111111112,0.22222222222222224,0.4347826086956522,0.4390243902439024
evidence,0.4000000000000001,0.4186046511627907,0.3043478260869565,0.358974358974359,0.5128205128205129,0.0975609756097561,0.2,0.4444444444444445,0.3111111111111111
paraphrase,0.4081632653061225,0.40909090909090906,0.48648648648648657,0.3333333333333333,0.35000000000000003,0.3846153846153846,0.5238095238095238,0.8085106382978724,0.19512195121951217
entity,0.5517241379310345,0.4864864864864865,0.45714285714285713,0.39999999999999997,0.36842105263157887,0.1212121212121212,0.14634146341463414,0.42424242424242425,0.43750000000000006
evidence,0.11594202898550723,0.2,0.09375,0.16216216216216214,0.20289855072463767,0.21739130434782608,0.2857142857142857,0.27499999999999997,0.16129032258064516
entity,0.4117647058823529,0.3243243243243243,0.3243243243243243,0.25,0.3076923076923077,0.2727272727272727,0.5806451612903226,0.3529411764705882,0.3529411764705882
evidence,0.30769230769230765,0.14285714285714288,0.2553191489361702,0.09302325581395349,0.1904761904761905,0.21739130434782608,0.2222222222222222,0.27027027027027023,0.23809523809523808
entity,0.40909090909090917,0.5217391304347826,0.6521739130434783,0.48979591836734687,0.36363636363636365,0.25,0.32786885245901637,0.5957446808510638,0.2926829268292683
entity,0.2,0.3333333333333333,0.39999999999999997,0.21739130434782608,0.186046511627907,0.16,0.22641509433962265,0.4727272727272728,0.23529411764705882
entity,0.3414634146341463,0.4615384615384615,0.5945945945945946,0.2790697674418604,0.2926829268292683,0.3243243243243243,0.3529411764705882,0.5128205128205129,0.45
evidence,0.4727272727272728,0.5416666666666666,0.5416666666666666,0.6153846153846153,0.44897959183673464,0.04878048780487805,0.39344262295081966,0.43999999999999995,0.5106382978723405
inference,0.3888888888888889,0.39999999999999997,0.43243243243243246,0.35000000000000003,0.30769230769230765,0.3157894736842105,0.3333333333333333,0.27027027027027023,0.43750000000000006
entity,0.3636363636363636,0.425531914893617,0.4090909090909091,0.1818181818181818,0.2926829268292683,0.04761904761904762,0.32653061224489793,0.3461538461538462,0.31818181818181823
inference,0.27272727272727276,0.2608695652173913,0.34782608695652173,0.1702127659574468,0.30434782608695654,0.33962264150943394,0.4615384615384615,0.4074074074074074,0.4583333333333333
entity,0.13793103448275862,0.1492537313432836,0.16666666666666666,0.21875,0.15873015873015872,0.14814814814814814,0.2857142857142857,0.30508474576271183,0.13333333333333333
inference,0.3636363636363637,0.5777777777777778,0.5714285714285715,0.35294117647058826,0.7111111111111111,0.2545454545454545,0.4528301886792453,0.7058823529411765,0.41666666666666663
entity,0.5142857142857142,0.6470588235294118,0.5882352941176471,0.5555555555555556,0.5142857142857142,0.27027027027027023,0.4375,0.8275862068965517,0.5142857142857142
entity,0.13333333333333333,0.2758620689655172,0.23529411764705882,0.4,0.2424242424242424,0.27906976744186046,0.27027027027027023,0.4117647058823529,0.16666666666666666
entity,0.1951219512195122,0.14545454545454545,0.2040816326530612,0.11320754716981132,0.163265306122449,0.24,0.29411764705882354,0.5283018867924527,0.21739130434782608
inference,0.20000000000000004,0.44,0.3773584905660378,0.2553191489361702,0.3181818181818182,0.14285714285714282,0.24489795918367346,0.37499999999999994,0.3181818181818182
paraphrase,0.23529411764705882,0.303030303030303,0.6206896551724138,0.10810810810810811,0.25,0.13333333333333333,0.2758620689655172,0.4666666666666667,0.17647058823529413
entity,0.723404255319149,0.6399999999999999,0.6808510638297872,0.5106382978723405,0.7083333333333334,0.19999999999999998,0.27272727272727276,0.5454545454545455,0.5
paraphrase,0.4,0.3,0.3,0.3255813953488372,0.27777777777777773,0.1176470588235294,0.2553191489361702,0.3137254901960784,0.3428571428571428
entity,0.0,0.23529411764705882,0.48484848484848486,0.1081081081081081,0.18750000000000003,0.058823529411764705,0.19999999999999998,0.15789473684210528,0.0
inference,0.28571428571428564,0.5555555555555556,0.3243243243243243,0.3414634146341463,0.27027027027027023,0.375,0.3333333333333333,0.46153846153846156,0.25641025641025644
inference,0.3111111111111111,0.5416666666666666,0.4,0.375,0.5,0.18604651162790697,0.3333333333333333,0.39215686274509803,0.5
entity,0.5405405405405405,0.21052631578947367,0.21621621621621623,0.5128205128205129,0.5,0.10810810810810811,0.17142857142857143,0.5405405405405405,0.5405405405405405
paraphrase,0.2580645161290323,0.33333333333333326,0.3888888888888889,0.34285714285714286,0.36363636363636365,0.1935483870967742,0.2857142857142857,0.4799999999999999,0.1935483870967742
evidence,0.34285714285714286,0.42105263157894735,0.37837837837837834,0.21052631578947367,0.358974358974359,0.25641025641025644,0.375,0.5333333333333333,0.5
entity,0.20408163265306123,0.3111111111111111,0.3846153846153846,0.24489795918367344,0.32,0.08695652173913043,0.27906976744186046,0.4482758620689655,0.24489795918367344
inference,0.05555555555555555,0.15384615384615383,0.13333333333333333,0.07407407407407407,0.0,0.13793103448275865,0.2564102564102564,0.16,0.07692307692307691
paraphrase,0.2,0.3157894736842105,0.2926829268292683,0.3111111111111111,0.27906976744186046,0.16,0.3548387096774194,0.4090909090909091,0.13636363636363635
inference,0.43243243243243246,0.5555555555555555,0.5555555555555555,0.5,0.6486486486486486,0.21052631578947367,0.28571428571428575,0.8333333333333333,0.27777777777777773
paraphrase,0.2580645161290323,0.38709677419354843,0.37500000000000006,0.1,0.2777777777777778,0.2222222222222222,0.2857142857142857,0.3225806451612903,0.27027027027027023
paraphrase,0.09999999999999999,0.19999999999999998,0.24390243902439024,0.0851063829787234,0.0975609756097561,0.15384615384615383,0.3255813953488372,0.23809523809523808,0.12121212121212123
entity,0.5185185185185186,0.5806451612903226,0.6666666666666667,0.24242424242424246,0.2580645161290323,0.15384615384615383,0.4666666666666666,0.6,0.4827586206896552
entity,0.23255813953488372,0.1818181818181818,0.22727272727272727,0.2553191489361702,0.23255813953488372,0.09523809523809526,0.24489795918367346,0.5853658536585366,0.27906976744186046
entity,0.39999999999999997,0.4878048780487805,0.30769230769230765,0.14634146341463414,0.35000000000000003,0.10256410256410256,0.41025641025641024,0.3428571428571428,0.2105263157894737
entity,0.23255813953488372,0.45454545454545453,0.2790697674418604,0.3255813953488372,0.3414634146341463,0.4782608695652174,0.4782608695652174,0.5217391304347826,0.23809523809523808
inference,0.20512820512820512,0.34285714285714286,0.4444444444444444,0.2105263157894737,0.15,0.13953488372093023,0.33333333333333337,0.5405405405405405,0.16666666666666666
inference,0.5945945945945946,0.55,0.4878048780487805,0.4444444444444445,0.3,0.25,0.3414634146341463,0.55,0.4324324324324324
paraphrase,0.2105263157894737,0.5882352941176471,0.5714285714285714,0.39999999999999997,0.3636363636363636,0.19999999999999998,0.27906976744186046,0.5,0.2631578947368421
entity,0.42857142857142855,0.5333333333333333,0.42857142857142855,0.21052631578947364,0.25000000000000006,0.0,0.22222222222222224,0.5384615384615384,0.3870967741935483
entity,0.34782608695652173,0.30434782608695654,0.45454545454545453,0.13043478260869565,0.26666666666666666,0.2127659574468085,0.22857142857142854,0.3846153846153846,0.4583333333333333
entity,0.34782608695652173,0.5416666666666667,0.45454545454545453,0.17391304347826086,0.2,0.046511627906976744,0.19047619047619047,0.5,0.35294117647058826
paraphrase,0.33333333333333337,0.4864864864864865,0.41025641025641024,0.1951219512195122,0.25,0.3636363636363636,0.37209302325581395,0.5294117647058824,0.22857142857142854
evidence,0.36363636363636365,0.4242424242424242,0.31250000000000006,0.23529411764705882,0.43750000000000006,0.05555555555555555,0.3333333333333333,0.3448275862068965,0.34285714285714286
inference,0.32558139534883723,0.4102564102564102,0.5,0.2727272727272727,0.3157894736842105,0.13333333333333333,0.43478260869565216,0.5,0.27906976744186046
evidence,0.16666666666666666,0.27906976744186046,0.29787234042553196,0.3404255319148936,0.0851063829787234,0.08333333333333333,0.21052631578947367,0.29268292682926833,0.19047619047619047
entity,0.23076923076923075,0.3,0.23809523809523808,0.31111111111111117,0.19999999999999998,0.0,0.3571428571428571,0.39215686274509803,0.31111111111111117
entity,0.3333333333333333,0.3902439024390244,0.4888888888888889,0.6341463414634146,0.42857142857142855,0.125,0.17777777777777778,0.7142857142857143,0.4
inference,0.5142857142857143,0.45714285714285713,0.2777777777777778,0.3333333333333333,0.42424242424242425,0.15384615384615383,0.1875,0.5,0.5882352941176471
entity,0.2978723404255319,0.5909090909090908,0.372093023255814,0.43478260869565216,0.3111111111111111,0.1818181818181818,0.273972602739726,0.5777777777777778,0.23529411764705882
inference,0.7647058823529411,0.47058823529411764,0.875,0.33333333333333326,0.5714285714285714,0.17142857142857143,0.3,0.7333333333333334,0.2580645161290323
paraphrase,0.3846153846153846,0.44897959183673464,0.4166666666666667,0.425531914893617,0.2962962962962963,0.16666666666666666,0.35000000000000003,0.6545454545454545,0.4
evidence,0.3174603174603175,0.3396226415094339,0.24000000000000005,0.38461538461538464,0.08695652173913043,0.19047619047619047,0.3666666666666667,0.34782608695652173,0.3076923076923077
inference,0.5,0.8571428571428571,0.8636363636363636,0.24489795918367346,0.5777777777777778,0.10256410256410256,0.27027027027027023,0.6808510638297872,0.7272727272727272
paraphrase,0.2692307692307692,0.18181818181818182,0.3111111111111111,0.4489795918367347,0.23809523809523808,0.2916666666666667,0.3768115942028986,0.3793103448275862,0.32653061224489793
inference,0.37209302325581395,0.31818181818181823,0.391304347826087,0.1818181818181818,0.380952380952381,0.3255813953488372,0.30434782608695654,0.391304347826087,0.380952380952381
evidence,0.3214285714285714,0.44000000000000006,0.44000000000000006,0.3272727272727273,0.34615384615384615,0.16129032258064516,0.18666666666666665,0.4615384615384615,0.31999999999999995
evidence,0.4736842105263158,0.5263157894736842,0.4736842105263158,0.47619047619047616,0.35,0.09302325581395349,0.18181818181818182,0.4736842105263158,0.4571428571428571
paraphrase,0.14285714285714285,0.16666666666666663,0.23529411764705882,0.22222222222222224,0.1,0.18181818181818182,0.2380952380952381,0.5714285714285714,0.09756097560975609
inference,0.26666666666666666,0.30303030303030304,0.3125,0.2857142857142857,0.23529411764705882,0.2162162162162162,0.2162162162162162,0.4444444444444444,0.3333333333333333
entity,0.1818181818181818,0.3111111111111111,0.32653061224489793,0.2127659574468085,0.26666666666666666,0.1,0.2592592592592593,0.375,0.31818181818181823
