labels,tconvs2s,presumm_ext_abs,presumm_abs,pgn,presumm_trans,lead,ext_oracle,bart,convs2s
entity,0.0,0.0,0.0,0.0425531914893617,0.0,0.0,0.08163265306122448,0.23809523809523808,0.043478260869565216
entity,0.1724137931034483,0.3283582089552239,0.23333333333333334,0.14035087719298245,0.07142857142857142,0.0,0.07272727272727272,0.28125,0.11999999999999998
inference,0.0,0.28571428571428575,0.21428571428571427,0.12903225806451615,0.11428571428571427,0.0,0.06666666666666667,0.13333333333333333,0.0
incomplete,0.0909090909090909,0.0,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0909090909090909
inference,0.16666666666666669,0.22857142857142856,0.5555555555555555,0.10526315789473684,0.16666666666666669,0.0,0.0,0.1818181818181818,0.3076923076923077
evidence,0.0,0.0975609756097561,0.0909090909090909,0.0,0.16216216216216214,0.0,0.0,0.07692307692307693,0.0
paraphrase,0.0851063829787234,0.1904761904761905,0.4,0.05,0.0,0.08,0.2,0.6222222222222222,0.0
entity,0.29629629629629634,0.05714285714285714,0.06060606060606061,0.10526315789473684,0.1111111111111111,0.0,0.0,0.06451612903225808,0.20000000000000004
evidence,0.0,0.08823529411764706,0.0,0.027777777777777776,0.05970149253731344,0.044444444444444446,0.02666666666666667,0.05128205128205127,0.03333333333333333
entity,0.18749999999999997,0.17142857142857143,0.05714285714285714,0.05263157894736842,0.0,0.0,0.27586206896551724,0.0625,0.0625
evidence,0.0,0.0,0.04444444444444444,0.0,0.0,0.045454545454545456,0.05882352941176471,0.05714285714285715,0.0
entity,0.09523809523809523,0.22727272727272727,0.3636363636363636,0.0425531914893617,0.09523809523809523,0.0,0.03389830508474576,0.22222222222222224,0.0
entity,0.041666666666666664,0.13043478260869565,0.23255813953488372,0.0,0.04878048780487805,0.041666666666666664,0.0392156862745098,0.30188679245283023,0.04081632653061224
entity,0.20512820512820512,0.2162162162162162,0.4,0.14634146341463414,0.15384615384615385,0.0,0.12244897959183673,0.3243243243243243,0.2631578947368421
evidence,0.339622641509434,0.4782608695652174,0.4782608695652174,0.44,0.3829787234042554,0.0,0.23728813559322037,0.3333333333333333,0.3111111111111111
inference,0.058823529411764705,0.1818181818181818,0.05714285714285714,0.05263157894736842,0.16216216216216214,0.0,0.058823529411764705,0.05714285714285714,0.20000000000000004
entity,0.23809523809523808,0.2666666666666666,0.1904761904761905,0.0,0.20512820512820512,0.0,0.0851063829787234,0.19999999999999998,0.23809523809523808
inference,0.04761904761904762,0.0,0.09090909090909093,0.044444444444444446,0.0,0.1568627450980392,0.2,0.23076923076923078,0.2173913043478261
entity,0.0,0.0,0.0,0.03225806451612903,0.0,0.0,0.04494382022471911,0.10526315789473685,0.0
inference,0.19047619047619052,0.32558139534883723,0.2553191489361702,0.16326530612244897,0.37209302325581395,0.03773584905660378,0.19607843137254902,0.4489795918367347,0.21739130434782608
entity,0.303030303030303,0.18750000000000003,0.18750000000000003,0.11764705882352941,0.1818181818181818,0.05714285714285715,0.0,0.7407407407407408,0.303030303030303
entity,0.0,0.07407407407407408,0.125,0.18181818181818182,0.06451612903225808,0.0,0.11428571428571427,0.1875,0.058823529411764705
entity,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.35294117647058826,0.0
inference,0.16666666666666666,0.20833333333333334,0.27450980392156865,0.13333333333333333,0.1904761904761905,0.0,0.0,0.17391304347826086,0.1904761904761905
paraphrase,0.0625,0.12903225806451615,0.3703703703703704,0.0,0.06666666666666667,0.0,0.14814814814814817,0.21428571428571427,0.0
entity,0.4888888888888889,0.4999999999999999,0.5333333333333333,0.3111111111111111,0.47826086956521735,0.04166666666666667,0.14285714285714285,0.33333333333333337,0.2631578947368421
paraphrase,0.1818181818181818,0.15789473684210525,0.15789473684210525,0.0975609756097561,0.11764705882352942,0.0,0.08888888888888888,0.12244897959183673,0.1818181818181818
entity,0.0,0.125,0.38709677419354843,0.0,0.13333333333333333,0.0,0.041666666666666664,0.05555555555555556,0.0
inference,0.1,0.29411764705882354,0.11428571428571428,0.10256410256410256,0.17142857142857143,0.043478260869565216,0.14285714285714285,0.27027027027027023,0.10810810810810811
inference,0.0930232558139535,0.13043478260869565,0.13953488372093026,0.08695652173913043,0.1904761904761905,0.0,0.034482758620689655,0.12244897959183673,0.1904761904761905
entity,0.28571428571428575,0.05555555555555555,0.05714285714285714,0.21621621621621623,0.2105263157894737,0.0,0.0606060606060606,0.22857142857142856,0.28571428571428575
paraphrase,0.0,0.17647058823529413,0.23529411764705882,0.12121212121212123,0.1935483870967742,0.06896551724137931,0.0,0.2608695652173913,0.0
evidence,0.1212121212121212,0.05555555555555555,0.11428571428571428,0.05555555555555555,0.05405405405405406,0.0,0.043478260869565216,0.35714285714285715,0.33333333333333337
entity,0.0851063829787234,0.13953488372093023,0.12,0.12765957446808512,0.125,0.0,0.0975609756097561,0.10714285714285715,0.0851063829787234
inference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
paraphrase,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1904761904761905,0.0
inference,0.17142857142857143,0.23529411764705882,0.29411764705882354,0.2631578947368421,0.39999999999999997,0.0,0.0,0.5882352941176471,0.058823529411764705
paraphrase,0.0,0.0689655172413793,0.06666666666666667,0.0,0.0,0.0,0.07407407407407408,0.0689655172413793,0.0
paraphrase,0.0,0.05263157894736842,0.05128205128205128,0.0,0.0,0.0,0.1951219512195122,0.05,0.0
entity,0.32,0.3448275862068966,0.5,0.06451612903225806,0.06896551724137931,0.05405405405405406,0.35714285714285715,0.42857142857142855,0.2962962962962963
entity,0.048780487804878044,0.04761904761904762,0.04761904761904762,0.08888888888888889,0.048780487804878044,0.0,0.0425531914893617,0.4615384615384615,0.09756097560975609
entity,0.31578947368421056,0.15384615384615383,0.05405405405405405,0.05128205128205128,0.15789473684210528,0.05405405405405405,0.05405405405405405,0.0,0.05555555555555555
entity,0.0,0.3333333333333333,0.0,0.04878048780487805,0.05128205128205128,0.22727272727272724,0.22727272727272724,0.3636363636363636,0.0
inference,0.1081081081081081,0.12121212121212122,0.11764705882352941,0.0,0.0,0.0,0.0,0.34285714285714286,0.0
inference,0.34285714285714286,0.3157894736842105,0.25641025641025644,0.186046511627907,0.10526315789473684,0.0,0.0,0.2631578947368421,0.22857142857142856
paraphrase,0.0,0.3125,0.2424242424242424,0.1818181818181818,0.19354838709677422,0.07142857142857144,0.04878048780487805,0.26666666666666666,0.0
entity,0.07692307692307691,0.35714285714285715,0.23076923076923078,0.0,0.06666666666666667,0.0,0.125,0.33333333333333337,0.13793103448275865
entity,0.1818181818181818,0.13636363636363635,0.23809523809523808,0.04545454545454545,0.09302325581395349,0.0,0.058823529411764705,0.24,0.2608695652173913
entity,0.0909090909090909,0.30434782608695654,0.2380952380952381,0.0,0.052631578947368425,0.0,0.0,0.1904761904761905,0.12244897959183673
paraphrase,0.11764705882352942,0.2857142857142857,0.10810810810810811,0.0,0.0,0.0,0.14634146341463414,0.37499999999999994,0.0
evidence,0.12903225806451615,0.12903225806451615,0.06666666666666667,0.0,0.26666666666666666,0.0,0.07142857142857144,0.07407407407407408,0.18181818181818185
inference,0.1951219512195122,0.27027027027027023,0.2105263157894737,0.04761904761904762,0.1111111111111111,0.0,0.22727272727272724,0.30434782608695654,0.1951219512195122
evidence,0.0,0.0,0.044444444444444446,0.044444444444444446,0.0,0.0,0.0,0.05128205128205129,0.0
entity,0.08,0.10526315789473685,0.09999999999999999,0.09302325581395349,0.10526315789473685,0.0,0.23076923076923075,0.20408163265306123,0.046511627906976744
entity,0.10000000000000002,0.20512820512820512,0.3255813953488372,0.41025641025641024,0.3,0.0,0.046511627906976744,0.4000000000000001,0.2105263157894737
inference,0.30303030303030304,0.24242424242424243,0.0,0.058823529411764705,0.1935483870967742,0.0,0.0,0.31578947368421056,0.3125
entity,0.04444444444444444,0.1904761904761905,0.14634146341463414,0.0909090909090909,0.046511627906976744,0.04761904761904762,0.056338028169014086,0.3255813953488372,0.08163265306122448
inference,0.5625,0.25,0.8000000000000002,0.0,0.3636363636363636,0.0,0.15789473684210528,0.6428571428571429,0.0
paraphrase,0.08,0.25531914893617025,0.17391304347826086,0.08888888888888889,0.07692307692307693,0.043478260869565216,0.15789473684210525,0.3773584905660377,0.0930232558139535
evidence,0.03278688524590164,0.0784313725490196,0.0,0.07999999999999999,0.0,0.0,0.13793103448275862,0.13636363636363635,0.07999999999999999
inference,0.3684210526315789,0.7999999999999999,0.7142857142857143,0.1702127659574468,0.46511627906976744,0.0,0.05714285714285715,0.4,0.5714285714285713
paraphrase,0.04,0.0,0.09302325581395349,0.1702127659574468,0.05,0.043478260869565216,0.11940298507462686,0.07142857142857142,0.0851063829787234
inference,0.0975609756097561,0.14285714285714282,0.13636363636363635,0.0,0.19999999999999998,0.0975609756097561,0.09090909090909091,0.13636363636363635,0.19999999999999998
evidence,0.14814814814814814,0.125,0.08333333333333334,0.11320754716981132,0.12,0.0,0.0547945205479452,0.24,0.125
evidence,0.11111111111111112,0.16666666666666663,0.11111111111111112,0.10000000000000002,0.10526315789473685,0.0,0.0,0.2777777777777778,0.060606060606060615
paraphrase,0.0,0.058823529411764705,0.0625,0.058823529411764705,0.0,0.0,0.0,0.303030303030303,0.0
inference,0.07142857142857144,0.06451612903225808,0.06666666666666667,0.0606060606060606,0.0,0.0,0.0,0.08,0.07142857142857144
entity,0.0,0.046511627906976744,0.0851063829787234,0.0,0.046511627906976744,0.0,0.038461538461538464,0.13043478260869565,0.09523809523809525
evidence,0.05555555555555555,0.05555555555555555,0.058823529411764705,0.05405405405405406,0.0,0.0,0.07142857142857142,0.058823529411764705,0.06060606060606061
paraphrase,0.0,0.10810810810810811,0.06060606060606061,0.0,0.0,0.0,0.05,0.14634146341463414,0.0
inference,0.1111111111111111,0.11764705882352941,0.12121212121212122,0.10526315789473684,0.0,0.0,0.12903225806451615,0.13953488372093023,0.1
inference,0.04761904761904762,0.17777777777777776,0.09302325581395349,0.0,0.09523809523809525,0.09999999999999999,0.19999999999999998,0.20833333333333331,0.10810810810810811
evidence,0.0,0.06779661016949151,0.035714285714285705,0.0,0.0,0.0,0.031746031746031744,0.032786885245901634,0.0
paraphrase,0.14285714285714285,0.08,0.06666666666666667,0.06666666666666667,0.08,0.0,0.125,0.3333333333333333,0.16666666666666666
paraphrase,0.1111111111111111,0.05555555555555555,0.16216216216216214,0.0,0.0,0.0,0.0784313725490196,0.39999999999999997,0.1212121212121212
paraphrase,0.1333333333333333,0.21621621621621623,0.3157894736842105,0.0,0.0975609756097561,0.0,0.0,0.2666666666666666,0.14285714285714282
inference,0.04761904761904763,0.2,0.23255813953488372,0.04545454545454545,0.19047619047619052,0.0,0.04761904761904763,0.3333333333333333,0.0
paraphrase,0.35000000000000003,0.303030303030303,0.4848484848484848,0.42857142857142855,0.29411764705882354,0.0,0.10256410256410256,0.5945945945945946,0.3157894736842105
entity,0.060606060606060615,0.33333333333333326,0.052631578947368425,0.25,0.2631578947368421,0.0,0.04,0.05555555555555556,0.2631578947368421
paraphrase,0.19047619047619052,0.058823529411764705,0.0,0.16666666666666669,0.0,0.0,0.17777777777777778,0.0,0.16666666666666669
entity,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10526315789473685,0.0
paraphrase,0.05405405405405405,0.060606060606060615,0.21052631578947367,0.047619047619047616,0.0,0.0,0.25,0.0,0.0
entity,0.049999999999999996,0.3555555555555555,0.27906976744186046,0.22222222222222224,0.35,0.039999999999999994,0.05555555555555555,0.34146341463414637,0.049999999999999996
evidence,0.06451612903225806,0.06779661016949153,0.0625,0.027777777777777776,0.031746031746031744,0.0,0.024390243902439025,0.1408450704225352,0.03508771929824561
evidence,0.08888888888888889,0.14285714285714288,0.1276595744680851,0.0851063829787234,0.04651162790697675,0.0,0.07843137254901962,0.13333333333333333,0.08888888888888889
evidence,0.28,0.0851063829787234,0.25,0.0,0.07999999999999999,0.034482758620689655,0.12903225806451613,0.24000000000000002,0.11538461538461538
paraphrase,0.0,0.15789473684210525,0.16666666666666663,0.0,0.15384615384615385,0.0,0.05000000000000001,0.1702127659574468,0.09302325581395349
entity,0.20689655172413793,0.22857142857142856,0.0,0.05714285714285714,0.25,0.05555555555555555,0.05555555555555555,0.2857142857142857,0.0625
entity,0.0,0.27906976744186046,0.2777777777777778,0.0,0.05405405405405406,0.0,0.05405405405405406,0.30769230769230765,0.0
evidence,0.30769230769230765,0.30434782608695654,0.34146341463414637,0.22222222222222224,0.34146341463414637,0.0,0.16326530612244897,0.42857142857142855,0.1904761904761905
evidence,0.04878048780487805,0.09523809523809525,0.10256410256410256,0.14634146341463414,0.1081081081081081,0.0,0.11111111111111112,0.0975609756097561,0.052631578947368425
evidence,0.05714285714285714,0.125,0.18750000000000003,0.2222222222222222,0.18750000000000003,0.0,0.0,0.05555555555555555,0.06666666666666667
inference,0.14285714285714285,0.16216216216216214,0.10256410256410256,0.09302325581395349,0.1,0.0,0.16216216216216214,0.0851063829787234,0.20512820512820512
inference,0.11764705882352941,0.17647058823529413,0.05405405405405406,0.05555555555555555,0.18181818181818182,0.0,0.14814814814814814,0.358974358974359,0.11764705882352941
inference,0.0,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0
inference,0.0625,0.06451612903225808,0.13793103448275862,0.30303030303030304,0.06060606060606061,0.0,0.058823529411764705,0.12903225806451615,0.05714285714285714
entity,0.049999999999999996,0.4444444444444444,0.48648648648648646,0.11428571428571428,0.42857142857142855,0.0,0.05405405405405405,0.45,0.39999999999999997
entity,0.09523809523809525,0.0,0.04878048780487805,0.0,0.10810810810810811,0.0,0.04878048780487805,0.21276595744680854,0.0
paraphrase,0.0,0.0,0.18181818181818182,0.04081632653061224,0.0,0.0,0.14492753623188406,0.041666666666666664,0.03571428571428571
entity,0.0,0.358974358974359,0.04878048780487805,0.14634146341463414,0.10256410256410256,0.0,0.0425531914893617,0.15384615384615383,0.0
entity,0.380952380952381,0.3333333333333333,0.3902439024390244,0.3636363636363636,0.3333333333333333,0.09523809523809525,0.20833333333333331,0.391304347826087,0.5405405405405405
inference,0.0,0.06666666666666667,0.0,0.0,0.0,0.06896551724137931,0.06896551724137931,0.05882352941176471,0.0
paraphrase,0.08888888888888889,0.17391304347826086,0.34782608695652173,0.08695652173913043,0.043478260869565216,0.043478260869565216,0.03571428571428571,0.25,0.22222222222222224
inference,0.058823529411764705,0.21621621621621623,0.17647058823529413,0.05405405405405406,0.058823529411764705,0.0,0.05263157894736842,0.25,0.11428571428571428
inference,0.041666666666666664,0.04761904761904762,0.1818181818181818,0.0,0.1904761904761905,0.0,0.04651162790697675,0.03846153846153846,0.04651162790697675
evidence,0.27027027027027023,0.19999999999999998,0.1951219512195122,0.15,0.2105263157894737,0.0,0.10909090909090909,0.23529411764705882,0.21621621621621623
entity,0.0425531914893617,0.0392156862745098,0.0425531914893617,0.03846153846153846,0.043478260869565216,0.047619047619047616,0.17241379310344826,0.125,0.0
evidence,0.17142857142857143,0.29411764705882354,0.303030303030303,0.0,0.0,0.0,0.04,0.2777777777777778,0.16666666666666666
entity,0.08695652173913043,0.12,0.08695652173913043,0.0851063829787234,0.09523809523809523,0.0,0.13559322033898305,0.25531914893617025,0.08695652173913043
inference,0.06451612903225808,0.5517241379310345,0.41379310344827586,0.30303030303030304,0.07407407407407408,0.0,0.20689655172413793,0.45161290322580644,0.21621621621621623
evidence,0.10256410256410255,0.17777777777777778,0.08,0.22222222222222224,0.2926829268292683,0.0,0.14285714285714285,0.2692307692307692,0.0851063829787234
entity,0.08163265306122448,0.07547169811320754,0.04081632653061224,0.07142857142857144,0.04,0.08695652173913043,0.08695652173913043,0.03389830508474576,0.03773584905660377
inference,0.2631578947368421,0.24390243902439024,0.3181818181818182,0.15,0.14634146341463414,0.0,0.18604651162790697,0.25,0.19999999999999998
entity,0.35294117647058826,0.30769230769230765,0.2162162162162162,0.05128205128205128,0.3,0.2608695652173913,0.2608695652173913,0.18749999999999997,0.5405405405405405
inference,0.3,0.19999999999999998,0.16216216216216214,0.22222222222222224,0.1904761904761905,0.0,0.11764705882352942,0.2727272727272727,0.16216216216216214
inference,0.20512820512820512,0.3404255319148936,0.2380952380952381,0.17777777777777778,0.2380952380952381,0.0,0.04081632653061224,0.32432432432432434,0.22222222222222224
evidence,0.21276595744680848,0.26666666666666666,0.04545454545454546,0.2608695652173913,0.25531914893617025,0.04651162790697675,0.12765957446808512,0.44897959183673475,0.21276595744680848
evidence,0.0,0.052631578947368425,0.0,0.1333333333333333,0.0,0.0,0.04878048780487805,0.04444444444444444,0.0
entity,0.05128205128205128,0.058823529411764705,0.2777777777777778,0.0,0.052631578947368425,0.0,0.04878048780487805,0.14634146341463414,0.05000000000000001
entity,0.23076923076923075,0.3225806451612903,0.20689655172413793,0.2222222222222222,0.20689655172413793,0.0,0.0,0.12121212121212123,0.14814814814814814
