labels,tconvs2s,presumm_ext_abs,presumm_abs,pgn,presumm_trans,lead,ext_oracle,bart,convs2s
entity,0.8512763977050781,0.8541278839111328,0.8595086336135864,0.8401327133178711,0.8652487993240356,0.826474666595459,0.8487744331359863,0.9314249753952026,0.8671311736106873
entity,0.893581211566925,0.9188501238822937,0.9058658480644226,0.8831191658973694,0.8718668222427368,0.8331228494644165,0.8398553133010864,0.9195685386657715,0.8798630833625793
inference,0.8565675616264343,0.9234899282455444,0.92486971616745,0.8814862370491028,0.886774480342865,0.8220345973968506,0.8777541518211365,0.9089928269386292,0.8553099632263184
incomplete,0.8533993363380432,0.8231333494186401,0.808199405670166,0.8217665553092957,0.8358494639396667,0.7097328901290894,0.8358370065689087,0.8496530652046204,0.8478825688362122
inference,0.8945567011833191,0.9095583558082581,0.9327791929244995,0.8862826824188232,0.8749382495880127,0.8352667689323425,0.8457620143890381,0.8717232942581177,0.9020704627037048
evidence,0.8715139031410217,0.9026814103126526,0.8927923440933228,0.890281617641449,0.9041731357574463,0.8496974110603333,0.8527780175209045,0.8993403315544128,0.8630886673927307
paraphrase,0.8687905669212341,0.8935914635658264,0.9048882126808167,0.8451358079910278,0.8574996590614319,0.8600790500640869,0.8846302628517151,0.9655411839485168,0.8351973295211792
entity,0.8855410218238831,0.9020640850067139,0.8968423008918762,0.8674664497375488,0.8905326724052429,0.8512687087059021,0.8459800481796265,0.906051516532898,0.8963646292686462
evidence,0.8163571953773499,0.8269413113594055,0.8288254737854004,0.8029595613479614,0.81477952003479,0.8156834840774536,0.8340668678283691,0.8443739414215088,0.814859926700592
entity,0.9282246232032776,0.915056049823761,0.9157649278640747,0.8994932770729065,0.8878117203712463,0.8476951122283936,0.9029133915901184,0.9187586903572083,0.9124962687492371
evidence,0.8705265522003174,0.8464258909225464,0.8761558532714844,0.8461383581161499,0.841632604598999,0.812186598777771,0.8371827006340027,0.8738819360733032,0.8717376589775085
entity,0.8401716351509094,0.8991500735282898,0.9093594551086426,0.8661516308784485,0.8897919654846191,0.8481801748275757,0.8499555587768555,0.9276187419891357,0.8615977764129639
entity,0.8805274367332458,0.8966036438941956,0.9160839915275574,0.8610890507698059,0.8584084510803223,0.8528777360916138,0.866844892501831,0.9428439736366272,0.86773681640625
entity,0.8919222950935364,0.8955437541007996,0.9194597005844116,0.8817158937454224,0.9078819155693054,0.8703726530075073,0.8751828670501709,0.9168157577514648,0.9022444486618042
evidence,0.9138427376747131,0.9262939095497131,0.9262939095497131,0.9340745210647583,0.9144282341003418,0.82785964012146,0.8546406626701355,0.9106338024139404,0.9196457862854004
inference,0.8990642428398132,0.8927151560783386,0.883715033531189,0.8777679204940796,0.8900594115257263,0.8475466966629028,0.8693633675575256,0.892361581325531,0.9054940342903137
entity,0.8516509532928467,0.9290260672569275,0.9249548316001892,0.8344605565071106,0.8947334289550781,0.8355979323387146,0.850472092628479,0.9099225401878357,0.9280813336372375
inference,0.8363649845123291,0.8552823662757874,0.8753276467323303,0.8224250078201294,0.8719815015792847,0.8665138483047485,0.864582896232605,0.9059608578681946,0.88637775182724
entity,0.8069968819618225,0.8247272968292236,0.8241881728172302,0.8301746249198914,0.8222259283065796,0.8171355724334717,0.8267732262611389,0.8655964732170105,0.8232629895210266
inference,0.9002298712730408,0.9276652336120605,0.9435330629348755,0.9089152216911316,0.9465394020080566,0.8445900678634644,0.8973367810249329,0.9575253129005432,0.9110445380210876
entity,0.9284971952438354,0.9260004758834839,0.9222224354743958,0.9105435609817505,0.9142917394638062,0.8677617311477661,0.865665853023529,0.9695929884910583,0.9304222464561462
entity,0.872808039188385,0.8596916794776917,0.8911306262016296,0.8814108967781067,0.8655808568000793,0.861947774887085,0.8591374754905701,0.8882372975349426,0.8741623759269714
entity,0.8252087235450745,0.8205080628395081,0.8382700681686401,0.8087325692176819,0.8188667297363281,0.8186684846878052,0.8413884043693542,0.9156995415687561,0.8313008546829224
inference,0.8446223735809326,0.9200450778007507,0.9154985547065735,0.8437843322753906,0.8622119426727295,0.8529557585716248,0.8376505970954895,0.9217457175254822,0.8603293299674988
paraphrase,0.8623889088630676,0.8990941643714905,0.9379448294639587,0.8632822632789612,0.879546582698822,0.8501509428024292,0.876073956489563,0.9218939542770386,0.8654763698577881
entity,0.9586470127105713,0.9563250541687012,0.9529695510864258,0.899661123752594,0.9510486125946045,0.871204137802124,0.8745325803756714,0.9436179995536804,0.9317643046379089
paraphrase,0.9083603620529175,0.9085888266563416,0.8995219469070435,0.8859188556671143,0.9003798365592957,0.8340272903442383,0.8663966655731201,0.8960619568824768,0.9147748351097107
entity,0.8292712569236755,0.8790935277938843,0.9088068604469299,0.8472445011138916,0.8347141742706299,0.8353736996650696,0.8398242592811584,0.8584345579147339,0.8384202718734741
inference,0.9020476937294006,0.9273979067802429,0.903133749961853,0.8991771340370178,0.8990178108215332,0.8581215739250183,0.8801916241645813,0.927188515663147,0.8697841763496399
inference,0.8644113540649414,0.8899165987968445,0.8935161828994751,0.8729039430618286,0.8945322632789612,0.8114813566207886,0.8359683752059937,0.9095267653465271,0.8945322632789612
entity,0.9348738789558411,0.8821081519126892,0.862028956413269,0.9098699688911438,0.9189491868019104,0.8396808505058289,0.87050861120224,0.9383497834205627,0.9344459176063538
paraphrase,0.8699048757553101,0.9044156670570374,0.9124487042427063,0.897882878780365,0.8864706158638,0.8599189519882202,0.8703258633613586,0.9530600309371948,0.8775100708007812
evidence,0.8751435875892639,0.874488890171051,0.8605773448944092,0.8506434559822083,0.8616099953651428,0.824456512928009,0.8630606532096863,0.9196376204490662,0.8907583951950073
entity,0.8690995573997498,0.8792744874954224,0.9059723615646362,0.8751853108406067,0.8755812644958496,0.8301964402198792,0.87067711353302,0.9012801051139832,0.8794066309928894
inference,0.8372786045074463,0.8406884670257568,0.8471762537956238,0.8370550870895386,0.8168982863426208,0.8700832724571228,0.8607046008110046,0.8591461181640625,0.8557931184768677
paraphrase,0.8425362706184387,0.8848413825035095,0.8645792603492737,0.8418910503387451,0.8513669967651367,0.8288960456848145,0.8658626079559326,0.8969684839248657,0.8335185647010803
inference,0.8978980779647827,0.9377468824386597,0.920744776725769,0.8797591328620911,0.9148547053337097,0.8202458620071411,0.820154070854187,0.9747707843780518,0.8702547550201416
paraphrase,0.884968638420105,0.91338050365448,0.90839684009552,0.8608872890472412,0.8767655491828918,0.8754252791404724,0.8838539719581604,0.9096807837486267,0.8775593042373657
paraphrase,0.8324868083000183,0.8563799262046814,0.8590532541275024,0.833022952079773,0.8220901489257812,0.8223890662193298,0.8669553995132446,0.8948175311088562,0.8287837505340576
entity,0.9174929857254028,0.9122332334518433,0.9267554879188538,0.8623564839363098,0.8710703253746033,0.8474484086036682,0.8725771903991699,0.9301904439926147,0.9178805947303772
entity,0.8803454637527466,0.8793419599533081,0.8823387026786804,0.8736132979393005,0.8788359761238098,0.8467328548431396,0.8526672124862671,0.9077523946762085,0.8971942663192749
entity,0.8963196277618408,0.9091675281524658,0.8602088689804077,0.8612341284751892,0.8852528929710388,0.8563694357872009,0.8859254717826843,0.9049259424209595,0.8674319982528687
entity,0.8542935252189636,0.9068238735198975,0.8798155188560486,0.8740473985671997,0.8813983201980591,0.914817750453949,0.914817750453949,0.9100164175033569,0.8540838956832886
inference,0.8779788613319397,0.9267098903656006,0.9382519125938416,0.8729816675186157,0.8741714954376221,0.8433683514595032,0.887730062007904,0.9483059048652649,0.8764014840126038
inference,0.9406906366348267,0.9267722964286804,0.9171769618988037,0.9123304486274719,0.8985853791236877,0.8639830946922302,0.8700754642486572,0.931100070476532,0.9152297973632812
paraphrase,0.853841245174408,0.9115243554115295,0.901128351688385,0.8736452460289001,0.8554761409759521,0.8597949743270874,0.8796080946922302,0.9515191316604614,0.8504253625869751
entity,0.8599660992622375,0.924289345741272,0.8991304636001587,0.859266996383667,0.876006543636322,0.840164065361023,0.8719276785850525,0.9406318664550781,0.8909832239151001
entity,0.8999643921852112,0.8992947340011597,0.9092155694961548,0.8531429171562195,0.8817052245140076,0.864210307598114,0.8719256520271301,0.9042145013809204,0.9007276296615601
entity,0.8860097527503967,0.9320418834686279,0.8838346004486084,0.8418540358543396,0.8649940490722656,0.8273817300796509,0.854358434677124,0.9180686473846436,0.8820599317550659
paraphrase,0.9155673384666443,0.9387901425361633,0.9184131622314453,0.87565016746521,0.8330286741256714,0.8363921046257019,0.8838949203491211,0.943729817867279,0.8616368770599365
evidence,0.9007434844970703,0.9391735792160034,0.9208714365959167,0.8498771786689758,0.8997094035148621,0.831567645072937,0.8807955384254456,0.9239591360092163,0.8868858218193054
inference,0.8666115999221802,0.8732122778892517,0.86917644739151,0.8494714498519897,0.8430204391479492,0.824242353439331,0.8979945778846741,0.8974620699882507,0.8596931099891663
evidence,0.8379399180412292,0.8513963222503662,0.851962149143219,0.8508525490760803,0.8236023783683777,0.793424665927887,0.8316631317138672,0.8862804770469666,0.8470085263252258
entity,0.863502562046051,0.9169384837150574,0.9070596098899841,0.8947833180427551,0.8820303082466125,0.6939232349395752,0.8237482905387878,0.894675076007843,0.908179521560669
entity,0.8955544829368591,0.8919723629951477,0.9204644560813904,0.9403730034828186,0.913239598274231,0.862647294998169,0.8706142902374268,0.967342734336853,0.8996390104293823
inference,0.8995618224143982,0.9075681567192078,0.8845489621162415,0.8513760566711426,0.895715594291687,0.8606460094451904,0.8519615530967712,0.9234902858734131,0.9051442742347717
entity,0.8449496030807495,0.8789724707603455,0.8636944890022278,0.8556092381477356,0.8424010276794434,0.8481680750846863,0.8313279747962952,0.8957164883613586,0.8124038577079773
inference,0.9625489115715027,0.9237228631973267,0.9684032797813416,0.9001954197883606,0.9273353219032288,0.8640761971473694,0.8703554272651672,0.9715732336044312,0.9086742997169495
paraphrase,0.8688125014305115,0.8953883051872253,0.8816095590591431,0.8702683448791504,0.8745111227035522,0.8248952031135559,0.868184506893158,0.9462186098098755,0.8765257596969604
evidence,0.8167012929916382,0.840523362159729,0.8222054243087769,0.8293841481208801,0.8237433433532715,0.8287106156349182,0.8259842395782471,0.8537876009941101,0.8336930274963379
inference,0.877008318901062,0.944815993309021,0.9245383143424988,0.8453847169876099,0.8838669657707214,0.8145084977149963,0.8371652960777283,0.9357383251190186,0.9127699136734009
paraphrase,0.8819286227226257,0.8603504300117493,0.8839877247810364,0.8904182314872742,0.8632152676582336,0.8764283061027527,0.8726823925971985,0.8916236758232117,0.881411612033844
inference,0.8441795706748962,0.8845710754394531,0.8929371237754822,0.8334640860557556,0.8760944604873657,0.8636870980262756,0.8630734086036682,0.8905147314071655,0.870762825012207
evidence,0.8810828328132629,0.8933687806129456,0.8938806653022766,0.8618988394737244,0.889595627784729,0.8016538619995117,0.8275120854377747,0.9275169968605042,0.8826499581336975
evidence,0.9136874079704285,0.8929350972175598,0.9082167744636536,0.9041843414306641,0.869005024433136,0.8282760977745056,0.8487647175788879,0.9074426889419556,0.9106259942054749
paraphrase,0.8153066039085388,0.8602723479270935,0.8728031516075134,0.8607681393623352,0.8266525864601135,0.8543601632118225,0.8745008111000061,0.9233928918838501,0.8335464000701904
inference,0.8839178085327148,0.8949874043464661,0.8795878291130066,0.873530387878418,0.8678486347198486,0.8451218605041504,0.8451218605041504,0.896389365196228,0.8936452269554138
entity,0.885755181312561,0.8920505046844482,0.8779940009117126,0.8782821297645569,0.8996338844299316,0.8276739716529846,0.8520525693893433,0.8934120535850525,0.8877118825912476
evidence,0.887085497379303,0.886822521686554,0.8952537775039673,0.8740097284317017,0.8640671968460083,0.8604084253311157,0.8664330244064331,0.882287859916687,0.8864599466323853
paraphrase,0.8355908393859863,0.8839906454086304,0.8859068155288696,0.8600097298622131,0.869777262210846,0.8600918054580688,0.8875841498374939,0.8989962935447693,0.8663625717163086
inference,0.8598521947860718,0.9097389578819275,0.9161908030509949,0.888060450553894,0.8809618949890137,0.8719657063484192,0.880944013595581,0.9049683213233948,0.8580499887466431
inference,0.8532263040542603,0.9151334166526794,0.8736241459846497,0.8453199863433838,0.8577598929405212,0.8248687982559204,0.8772217035293579,0.9044260382652283,0.8602868914604187
evidence,0.8269636034965515,0.842374861240387,0.8373405933380127,0.8316352963447571,0.8170913457870483,0.8146253228187561,0.8510076403617859,0.8750774264335632,0.8109046816825867
paraphrase,0.8776611685752869,0.898299515247345,0.8751092553138733,0.8773263096809387,0.8579946756362915,0.8710037469863892,0.8332921266555786,0.9223783016204834,0.8895043730735779
paraphrase,0.8633283376693726,0.8886358737945557,0.9072633385658264,0.8317483067512512,0.8532629013061523,0.879339873790741,0.8641641736030579,0.9475533962249756,0.8935201168060303
paraphrase,0.8694725036621094,0.9089096784591675,0.9419465065002441,0.8490269780158997,0.881626546382904,0.7968538403511047,0.8312756419181824,0.918826162815094,0.8804736137390137
inference,0.831081748008728,0.8807237148284912,0.8707998991012573,0.8593897819519043,0.8479341864585876,0.8081296682357788,0.845491886138916,0.928597629070282,0.8406350016593933
paraphrase,0.883480429649353,0.9193152785301208,0.947442352771759,0.9170754551887512,0.916634202003479,0.8263360261917114,0.844641387462616,0.9654043912887573,0.9024555683135986
entity,0.8768330812454224,0.8946164846420288,0.8843779563903809,0.8860023021697998,0.8975751996040344,0.8294486403465271,0.8534460663795471,0.8878929615020752,0.9068638682365417
paraphrase,0.8667369484901428,0.8553426265716553,0.8221440315246582,0.8633541464805603,0.8666836619377136,0.8182836174964905,0.8668896555900574,0.8725403547286987,0.8629546165466309
entity,0.8310962915420532,1.000000238418579,1.000000238418579,0.8241176009178162,0.850430428981781,0.7034510374069214,0.8045098781585693,0.9040051698684692,0.8483813405036926
paraphrase,0.9008210301399231,0.8736307621002197,0.910658597946167,0.8723863959312439,0.8367804884910583,0.8716495037078857,0.9096530079841614,0.9063417911529541,0.8297313451766968
entity,0.8855448365211487,0.9155561923980713,0.9109552502632141,0.8700687885284424,0.8991833329200745,0.8362901210784912,0.8165895342826843,0.9264578819274902,0.8879480957984924
evidence,0.8422570824623108,0.8297111392021179,0.8017718195915222,0.7964428663253784,0.8299108743667603,0.8099961280822754,0.8267616033554077,0.8677785992622375,0.8253611326217651
evidence,0.9018850326538086,0.9024798274040222,0.9075842499732971,0.8968533873558044,0.8940527439117432,0.8258854746818542,0.8535326719284058,0.9172832369804382,0.904506504535675
evidence,0.8734332323074341,0.8555163741111755,0.8760523200035095,0.8193897604942322,0.8573179841041565,0.8073425889015198,0.822325587272644,0.8769527673721313,0.8734698295593262
paraphrase,0.8634065985679626,0.8665554523468018,0.8895621299743652,0.8530614376068115,0.8497511744499207,0.8261728882789612,0.8583782911300659,0.8821330070495605,0.8662025332450867
entity,0.9066635966300964,0.9193593263626099,0.8937463164329529,0.9094608426094055,0.8999081254005432,0.8554633855819702,0.8554633855819702,0.9365769028663635,0.8822782039642334
entity,0.8657791018486023,0.9009366631507874,0.9019119739532471,0.8860654830932617,0.8638255596160889,0.834934413433075,0.8683754205703735,0.9328035712242126,0.8811869621276855
evidence,0.9126529693603516,0.9289678335189819,0.9342509508132935,0.8967949151992798,0.9137874245643616,0.8214281797409058,0.8772194385528564,0.9400337338447571,0.8753134608268738
evidence,0.8620540499687195,0.8985593318939209,0.8956902623176575,0.8743691444396973,0.8732724189758301,0.8265751004219055,0.8791110515594482,0.9113689064979553,0.8561680316925049
evidence,0.8949182629585266,0.9070490598678589,0.8822920322418213,0.8737334609031677,0.8991267085075378,0.8254131078720093,0.823614239692688,0.8789442777633667,0.8898894190788269
inference,0.8653905987739563,0.8888932466506958,0.8747167587280273,0.8545345067977905,0.8577038049697876,0.8561633229255676,0.8734959959983826,0.8956065773963928,0.8936359286308289
inference,0.8882552981376648,0.9048613905906677,0.9038657546043396,0.8767340779304504,0.9064468145370483,0.8358103632926941,0.8591170310974121,0.9393237829208374,0.9021533131599426
inference,0.8107196688652039,0.8305174112319946,0.824272096157074,0.8112154603004456,0.8086654543876648,0.8077176809310913,0.8297468423843384,0.8211484551429749,0.8319963216781616
inference,0.8808708786964417,0.8830217719078064,0.8820339441299438,0.9088047742843628,0.8843435645103455,0.8282413482666016,0.8677430748939514,0.9109290242195129,0.8789306282997131
entity,0.835610032081604,0.9482698440551758,0.9525969624519348,0.8815629482269287,0.9036062359809875,0.825385332107544,0.8291835784912109,0.960997998714447,0.9047262072563171
